Souches	Temps (h)	DO600nm	b-Gcl	a-Glc	Uracil	Formate	Succinate	Ethanol	Pyruvate	Acetate	Isoleucine	Valine	Leucine	Alanine	Phenylalanine	Tyrosine
RpoS AI	0.16	0.772	52.5581988988197	86.7358281370027	-0.00503554426338515	0.0752409639557933	-0.0067151228937677	0.0595706195282347	-0.0052951525039676	0.333457155731516	-0.00773370622053013	-0.00486183415270915	-0.00246072436538242	-0.0046528791649654	-0.0199379669148774	-0.0232698033916769
RpoS AI	1	1.54	51.2304234980928	84.379594070402	-0.00588715420387209	0.100475177829801	0.00556726351828123	0.109973299545866	0.0077795204500776	0.965248470391205	-0.00529012621393787	0.00086620194789424	-0.000320775081914373	-0.00170216812404346	-0.00436148437381299	0.00211772101196407
RpoS AI	2	3.12	48.7485951608781	80.2049734764807	0.0292259023062904	0.338641193135843	0.0423976232696273	0.324979643344954	0.013680557949244	0.357288302651029	-0.00041441804491756	0.0172158099790241	0.00164671016375119	0.0138485259122955	-0.00476001596237872	0.000084950883656312
RpoS AI	2.8333	5.02	44.8886791004631	74.2955674632293	0.0183848857737255	0.188125932903079	0.0154824324666509	0.247711295904078	0.41094716722804	0.723781836301316	0.00106903762804334	0.151559891536526	0.0044811696878616	0.12601722045149	0.00883824699159517	0.0383026126864501
RpoS IP	4	9.4	43.2548120525167	72.8926157129727	0.0107189250239686	0.196826114995189	0.0228339224105108	0.244020163620681	0.411877020393295	0.765890835660369	0.00354553230365419	0.148156613212557	0.00604451393417078	0.121780889245295	0.00531182211350656	0.0198179016475447
RpoS IP	5	10	43.2363065080745	72.63218321289	0.03546387290331	0.491376165790503	0.0512864407925573	0.273261000739572	8.243156482642	2.79152967602782	0.038208963447766	0.495277458041071	0.0328363640861567	0.862217168829809	0.069262184837484	0.0538778481443355
RpoS IP	6	10	41.3491549560269	69.189523239008	0.00325193722420527	0.540904575951925	0.0262742032000757	0.2364779868115	14.02480437502	5.25457140790436	0.0392510891685619	0.596987288286724	0.0404474995565829	1.58527751725963	0.110739520258652	0.105831636610924
RpoS IP	7	8.2	41.3465666102184	68.8797529242253	0.0229903684867821	0.69924626244912	0.0301889227373691	0.289889820619104	12.6843117948125	9.92902073186871	0.0342842277833676	0.630725808755862	0.0366217809854933	1.94866804989176	0.117113146939589	0.101340410958706
RpoS IP	8	8.2	33.2031213018657	66.0544598610064	0.0628083713016681	0.912032863287913	0.066934399444729	0.332789409195456	3.7753788486444	15.936791300006	0.0608641528474569	0.642772121930409	0.0533458088667898	1.38733884448768	0	0.680032534691087
gppA AI	0.1666	0.988	112.016992671769	182.886905695647	0.00754932540906072	0.158350871219608	0.00674357579200527	0.2508069419958	0.00252041838826561	0.625768727685156	-0.000642992689383956	0.00461343230301436	0.00122618654026673	0.00421755403362119	-0.00373540910173688	-0.00728558163258927
gppA AI	1	1.9	107.726639724898	175.625318693705	0.00323876606080709	0.306904437213159	0.0165726289152146	0.329777139996631	0.0054305540587232	1.08762228785369	0.00226404947714501	0.0122733784840102	0.00491345591671011	0.0058399879281225	-0.00729112583871643	-0.00834482698058673
gppA AI	2	4.24	103.17255967924	168.447525309649	0.0029099234897028	0.346935221222412	0.03737624334649	0.408144203580453	0.0142870717099662	0.808727026548756	-0.00365613909827136	0.0189135020146689	-0.000529383906525738	0.0135027431016228	-0.00229402523001071	0.00795359545512987
gppA AI	2.5	5.3	103.264890140282	167.455066951356	0.0206737984173456	0.794159238970593	0.0928547346576433	0.667670846238938	0.0184424590882798	0.877846720911213	3.51167621875239E-07	0.0690929319391969	0.00198840562018657	0.0403350725292489	0.00583374780679779	0.00624170058377497
gppA IP	3.5	10.18	99.4288368415368	162.884276946879	0.0158146871548515	0.313233232401847	0.0377595610704817	0.394675671875833	0.11688562152373	0.605144942402849	-0.000137650679057279	0.0279023930369242	0.00570665875094336	0.0715262529763552	0.015322011280852	0.0137575080700404
gppA IP	4.5	12	85.9997797617893	139.698652657653	0.0315305603349108	0.682200919052693	0.0933957488584707	0.387854180695256	9.88289982061467	3.2263657022641	0.0695276043292053	0.429108653363057	0.0761171608485162	2.22903680199656	0.105720802985938	0.09022728625131
gppA IP	5.5	12.5	82.6384358815747	134.616614822903	0.0428600359095819	0.75995788457774	0.122141818859832	0.368544922818043	11.3503226768589	5.18459898343782	0.0810171176127271	0.498404967058818	0.0828075951581473	3.67867785191542	0.123033721610837	0.122784765010501
gppA IP	7.5	12	84.8693830659075	138.739324373651	0.0377271649173304	0.893560967198647	0.0594532480001477	0.588469601909951	0.0349919085494411	16.0654851241179	0.0612714318634804	1.04927256652029	0.0573208966903169	0.168529635444362	0.0594181004699787	0.0379946598710063
gppA IP	8.75	11.2	81.4725194293999	135.066069492483	0.0552046315189105	1.20918676854649	0.160401179527427	0.408973881725638	7.13948596282493	18.3564740246826	0.0559480993264413	0.758473193778351	0.0561209591369684	6.330874754437	0.0814261192546915	0.086923102762506
gppA IP	9.75	12.2	74.6316180905068	123.876045124215	0.0366401743319092	1.38190427492367	0.292781235743213	0.47953155984876	1.48067200225388	25.9314299379089	0.0779351918765471	0.971508656418693	0.068189899060188	5.37701075375646	0.0485694392062515	0.0275643031643785
gppA IP	10.5	21.3	65.3104371064717	105.424246567315	0.0565035078653307	1.0285448677265	0.107390660169947	0.543157666237284	0.087594791926384	7.95976854006244	0.0362267685461748	0.0736857600344458	0.0448952068745131	0.119896614422094	0.0403197815423755	0.0518143182989094
WT AI	0.1666	0.98	106.526544781681	176.518834457388	0.0104415339614226	0.180666704596387	0.0130728062192284	0.14600551965399	0.00833708610790515	0.667865308915907	-0.00370061186496088	0.00126825880845838	0.000715807429714907	0.00345903550171512	0.00148366902196908	0.00340094212007895
WT AI	1	1.87	103.10618304318	170.395407976053	0.00482775493388967	0.259185072964593	0.0121454934720382	0.202001031151931	0.00377956013330744	1.29650475845597	0.000999296696691035	0.00194930410465974	0.00105639087507292	0.000920172041809849	0.00117488151270061	-0.00185792859405751
WT AI	2	4.13	103.273630232524	171.581677780988	0.0134268546417347	0.373828845805433	0.0403709646456597	0.314063616575612	0.00185626234508774	1.74898464594595	-0.00579763032408902	0.011865453755759	0.00122911694654585	0.00625098516409798	-0.00272144955899741	-0.00587279802639811
WT AI	2.5	5.2	96.4500820933845	159.850192445331	0.0116293756594859	0.802543004117487	0.094901207466561	0.557396556749071	0.0196920733398594	1.81378935543695	-0.000519737314774991	0.0667648231561507	0.0037548466151256	0.0378299210678155	-0.0139240948108722	-0.00431055729064017
WT IP	3.5	8.74	87.0760736126369	144.768411738103	0.0132271330974046	0.379601470794753	0.0372834974918183	0.343115636942422	0.115033178011356	0.975266979321271	0.00558856379907342	0.105066374469522	0.00916191743356278	0.075196227774001	0.0309328744433288	0.0463300637652844
WT IP	4.5	11.5	84.0458911191415	139.293582516385	0.0368611796409939	0.74219320142828	0.127347622816403	0.340209262669037	4.98303538065813	2.02949458475319	0.0541594534183613	0.314972298241716	0.0485876978774158	1.0026490518994	0.0757369849621629	0.066043975093586
WT IP	5.5	10.7	84.7450016050031	140.653233938996	0.03781784804096	0.911749466461307	0.070911727808661	0.334915986105097	8.70730145094031	8.26591378431151	0.0412434086545572	0.754757293617595	0.0384328125054711	1.08657535287531	0.0970478852792515	0.0920180380792867
WT IP	6.5	10.1	81.8583132922007	137.46730153608	0.0206446464176391	1.01371473867779	0.0502289688693283	0.294212222744748	4.06137414850116	14.8711257636578	0.0314158575651961	0.826746193144231	0.0383606342175442	1.13472691851148	0.0995329987307451	0.090487771768242
WT IP	7.5	11.4	78.3015194118712	131.108556532035	0.0277166963963381	0.978074359653467	0.148077166394819	0.258024171233566	12.9888033593809	9.48438882255147	0.0747989391957395	0.647068166877351	0.0635622212065835	5.42274971335906	0.0889315371144789	0.123632153639414
WT IP	8.5	15.2	72.4979602629148	121.133731521125	0.0318002543228784	1.11786929133439	0.139204267759738	0.662897384757818	0.0717177334765458	4.99749669396173	0.0439534109778138	0.364573369307152	0.0538543965396062	0.160263954474836	0.0676723111739219	0.070002422434304
WT IP	9.5	18.2	69.0464818241885	116.136873794598	0.0573017116951183	1.77841189739171	0.271372908336329	1.22185167931712	0.0942342064867835	2.32969675774728	0.0379456327675458	0.268022223486628	0.0544116678392127	0.253534916405389	0.0971915855559357	0.095653691014064
WT IP	10	28	59.8868596600127	101.223440537535	0.0754641442709347	2.62653216432177	0.42979462839192	1.80240861577872	0.145649580639164	3.79290517569564	0.0374338575117652	0.511945093328844	0.0661833816432767	0.577777818386775	0.127507467223779	0.103872410984927
WT IP	11.5	48.2	4.97130256038869	9.3483391950252	0.204593275561499	1.80296874370448	0.261344757897082	0.839491631207529	0.134453845339495	1.29228597782672	0.238200446081418	3.03308822245622	0.294533460842549	0.229757323118296	0.350327409430352	0.193618156406995
WT NI	0.16	0.75	105.532652367723	173.918053504464	0.0054157365772382	0.0968821119011227	-0.00467095766165437	0.0820127515350707	-0.00975856919941444	0.349261406927995	-0.00368840741457875	0.000889318133750262	-0.000848140005605589	-0.006254394777021	-0.000437011915226627	-0.00991250556442313
WT NI	1	1.5	106.310246615046	175.782007434728	0.00660834665032372	0.085212237808584	0.00781446182012487	0.10528510130677	0.00941576395898498	0.909333064135342	-0.00110002829170103	0.00327458340122058	0.000672085183495444	0.0056273949333022	0.00429737993787549	-0.00691163123605267
WT NI	2	3.26	101.618083518209	167.419365228248	0.0123197999268923	0.211472506203313	0.0199282944301373	0.219115999252258	0.00712993231529991	1.00836709517404	0.00184691344317268	0.0115457594309558	-0.000746539119480135	0.00759486446765381	0.00781479380675016	-0.00535840263971932
WT NI	3	4.43	96.9361305219513	159.427731596852	0.0268904273064769	0.430272756358526	0.0998981487778457	0.454422008481604	0.0376287836673052	0.379188690348	-0.00148998854881424	0.0456561958852564	0.0017933477180759	0.0342678832513006	0.0188528825848568	0.00867616712906133
WT NI	4	10	85.8504820258604	141.135301883997	0.0445528583389819	0.84497998712704	0.171694293877891	0.732481945083151	0.0626809261105071	0.836723813437009	-0.00483526874011756	0.07487608765272	0.000900483556847842	0.0623618145679719	0.0082597401538148	0.00547615569669533
WT NI	5	29.4	61.8969429796185	103.219136805336	0.0612344046564196	1.67703478825086	0.484844762546927	1.59686397812962	0.101781716634172	1.61157588762072	-0.000653290029072853	0.274892266398946	0.0106000919343538	0.180534066734983	0.0257997921076115	0.010398832323043
WT NI	6	59.2	28.6012566848763	53.006034098578	0.282072677343996	4.21920897070387	0.054539877718193	1.90828775752355	0.70333735268048	0.263430140349266	0.0400928301502022	0.727592657443182	0.0664175910284164	0.425237285229254	0.230985979967873	0.0395062785175181
WT NI	7	74.7	0.947855947064548	1.58438235731408	0.110888842022936	1.00066252674556	0.7747788820688	0.346884808286743	0.071159692538372	1.25418161753816	0.042408187638572	0.213308327781148	0.0468105586091433	0.0883831623586938	0.206103964904683	0.0332270822200167
WT NI	8	82	1.25873426908141	1.81978964844073	0.175204662498336	0.605738632435475	0.0905341843979277	0.144161611179916	0.0442022630834876	0.239923892883509	0.083522264534056	0.23886247464196	0.0804077224284711	0.055882802152908	0.231918684018198	0.056373839954055
